,player_name,position,games,at_bats,runs,hits,doubles,triples,home_runs,RBI,walks,strikeouts,stolen base ,caught_stealing,AVG,on_base_%,slugging_%,OPS
1452,C Carrasquel,SS,1325.0,4644.0,568.0,1199.0,172.0,25.0,55.0,474.0,491.0,467,31.0,28,0.258,0.333,0.342,0.675
1453,G Alexander,C,432.0,1276.0,169.0,293.0,45.0,11.0,55.0,202.0,154.0,381,8.0,12,0.23,0.311,0.411,0.722
1454,H Perry,3B,529.0,1696.0,241.0,461.0,102.0,6.0,55.0,246.0,128.0,291,12.0,8,0.272,0.335,0.436,0.771
1455,V Saier,1B,865.0,2948.0,455.0,775.0,143.0,61.0,55.0,395.0,378.0,369,121.0,26,0.263,0.351,0.409,0.76
1456,D Jennings,CF,567.0,2076.0,311.0,508.0,99.0,22.0,55.0,191.0,219.0,481,95.0,27,0.245,0.322,0.393,0.715
1457,R Garko,1B,463.0,1552.0,190.0,427.0,75.0,3.0,55.0,250.0,125.0,272,0.0,1,0.275,0.347,0.434,0.781
1458,J Felix,RF,585.0,2132.0,309.0,562.0,105.0,24.0,55.0,280.0,158.0,509,49.0,40,0.264,0.317,0.413,0.73
1459,C Bennett,C,1062.0,3821.0,549.0,978.0,203.0,67.0,55.0,533.0,478.0,572,42.0,--,0.256,0.34,0.387,0.727
1460,R P?rez,C,514.0,1514.0,165.0,314.0,57.0,4.0,55.0,193.0,191.0,525,2.0,1,0.207,0.298,0.359,0.657
1461,D Sisler,1B,800.0,2606.0,302.0,720.0,118.0,28.0,55.0,360.0,226.0,253,6.0,3,0.276,0.336,0.406,0.742
1462,C Dalrymple,C,1079.0,3042.0,243.0,710.0,98.0,23.0,55.0,327.0,387.0,403,3.0,13,0.233,0.322,0.335,0.657
1463,C Widger,C,613.0,1826.0,180.0,435.0,104.0,7.0,55.0,222.0,141.0,384,10.0,9,0.238,0.296,0.393,0.689
1464,G Alley,SS,1195.0,3927.0,442.0,999.0,140.0,44.0,55.0,342.0,300.0,622,63.0,30,0.254,0.31,0.354,0.664
1465,C Duncan,RF,389.0,1147.0,164.0,295.0,55.0,5.0,55.0,175.0,160.0,316,4.0,3,0.257,0.348,0.458,0.806
1466,C V?zquez,C,735.0,2440.0,283.0,640.0,127.0,5.0,55.0,276.0,163.0,475,28.0,16,0.262,0.31,0.386,0.696
1467,R Jordan,1B,677.0,2104.0,261.0,592.0,116.0,10.0,55.0,304.0,77.0,303,10.0,6,0.281,0.308,0.424,0.732
1468,J Jaso,C,808.0,2224.0,295.0,573.0,143.0,12.0,55.0,281.0,319.0,412,16.0,10,0.258,0.356,0.407,0.763
1469,C Castillo,RF,631.0,1519.0,190.0,383.0,71.0,8.0,55.0,197.0,90.0,291,15.0,11,0.252,0.298,0.418,0.716
1470,C Mullins,CF,433.0,1597.0,230.0,421.0,82.0,14.0,55.0,157.0,137.0,340,77.0,23,0.264,0.329,0.436,0.765
1471,J Baker,2B,748.0,1793.0,244.0,474.0,108.0,15.0,54.0,235.0,139.0,472,14.0,1,0.264,0.318,0.432,0.75
1472,C Kreuter,C,944.0,2505.0,289.0,593.0,123.0,8.0,54.0,274.0,361.0,593,5.0,7,0.237,0.335,0.357,0.692
1473,B Hatcher,LF,1233.0,4339.0,586.0,1146.0,210.0,30.0,54.0,399.0,267.0,476,218.0,87,0.264,0.312,0.364,0.676
1474,D Bergman,1B,1349.0,2679.0,312.0,690.0,100.0,16.0,54.0,289.0,380.0,347,19.0,14,0.258,0.348,0.367,0.715
1475,B Butler,CF,2213.0,8180.0,1359.0,2375.0,277.0,131.0,54.0,578.0,1129.0,907,558.0,257,0.29,0.377,0.376,0.753
1476,J Jackson,LF,1332.0,4981.0,872.0,1772.0,307.0,168.0,54.0,785.0,519.0,158,202.0,61,0.356,0.423,0.517,0.94
1477,D Brown,LF,493.0,1591.0,188.0,391.0,73.0,9.0,54.0,229.0,138.0,317,23.0,7,0.246,0.305,0.405,0.71
1478,D Rhodes,LF,576.0,1172.0,146.0,296.0,44.0,10.0,54.0,207.0,131.0,196,3.0,2,0.253,0.328,0.445,0.773
1479,M Benard,CF,891.0,2630.0,441.0,714.0,138.0,21.0,54.0,260.0,265.0,454,105.0,43,0.271,0.343,0.402,0.745
1480,A Bumbry,CF,1496.0,5053.0,778.0,1422.0,220.0,52.0,54.0,402.0,471.0,709,254.0,92,0.281,0.343,0.378,0.721
1481,D Buford,CF,699.0,1853.0,280.0,448.0,86.0,9.0,54.0,218.0,173.0,430,56.0,35,0.242,0.311,0.385,0.696
1482,M Davidson,3B,311.0,1003.0,109.0,221.0,46.0,1.0,54.0,157.0,88.0,381,0.0,3,0.22,0.29,0.43,0.72
1483,R Mejias,RF,627.0,1768.0,212.0,449.0,57.0,12.0,54.0,202.0,89.0,238,22.0,12,0.254,0.294,0.391,0.685
1484,S Sax,2B,1769.0,6940.0,913.0,1949.0,278.0,47.0,54.0,550.0,556.0,584,444.0,178,0.281,0.335,0.358,0.693
1485,C Summers,RF,698.0,1371.0,199.0,350.0,63.0,4.0,54.0,218.0,188.0,244,15.0,13,0.255,0.35,0.425,0.775
1486,J Walsh,1B,328.0,1131.0,136.0,283.0,61.0,6.0,54.0,173.0,86.0,340,4.0,2,0.25,0.308,0.458,0.766
1487,W Randolph,2B,2202.0,8018.0,1239.0,2210.0,316.0,65.0,54.0,687.0,1243.0,675,271.0,94,0.276,0.373,0.351,0.724
1488,F Jose,RF,747.0,2527.0,322.0,708.0,135.0,14.0,54.0,324.0,203.0,507,102.0,57,0.28,0.334,0.409,0.743
1489,T Snider,LF,630.0,1783.0,214.0,435.0,100.0,7.0,54.0,212.0,167.0,492,22.0,11,0.244,0.311,0.399,0.71
1490,B Phelps,C,726.0,2117.0,239.0,657.0,143.0,19.0,54.0,345.0,160.0,157,9.0,0,0.31,0.362,0.472,0.834
1491,A Rosario,SS,701.0,2684.0,350.0,735.0,114.0,35.0,54.0,277.0,123.0,561,82.0,29,0.274,0.308,0.403,0.711
1492,C Rojas,2B,1822.0,6309.0,714.0,1660.0,254.0,25.0,54.0,593.0,396.0,489,74.0,68,0.263,0.306,0.337,0.643
1493,O Arcia,SS,645.0,2023.0,219.0,492.0,81.0,7.0,53.0,224.0,152.0,446,40.0,16,0.243,0.296,0.369,0.665
1494,M Hegan,1B,966.0,2080.0,281.0,504.0,73.0,18.0,53.0,229.0,311.0,488,28.0,21,0.242,0.341,0.371,0.712
1495,B Kielty,RF,599.0,1792.0,257.0,456.0,105.0,6.0,53.0,253.0,246.0,372,21.0,6,0.254,0.348,0.408,0.756
1496,C Michaels,2B,1288.0,4367.0,508.0,1142.0,147.0,46.0,53.0,501.0,566.0,406,64.0,32,0.262,0.349,0.353,0.702
1497,J Ruggiano,CF,483.0,1340.0,164.0,343.0,72.0,4.0,53.0,163.0,114.0,394,40.0,25,0.256,0.318,0.434,0.752
1498,M Parent,C,474.0,1303.0,112.0,279.0,50.0,0.0,53.0,168.0,98.0,319,3.0,3,0.214,0.268,0.375,0.643
1499,B McPhee,2B,2135.0,8291.0,1678.0,2250.0,303.0,188.0,53.0,1067.0,981.0,229,568.0,--,0.271,0.355,0.372,0.727
1500,G Mancuso,C,1460.0,4505.0,386.0,1194.0,197.0,16.0,53.0,543.0,418.0,264,8.0,--,0.265,0.328,0.351,0.679
1501,M McLemore,2B,1832.0,6192.0,943.0,1602.0,255.0,47.0,53.0,614.0,875.0,983,272.0,119,0.259,0.349,0.341,0.69
1502,H Larkin,1B,1184.0,4718.0,925.0,1429.0,259.0,114.0,53.0,836.0,484.0,141,129.0,--,0.303,0.38,0.44,0.82
1503,J Ray,2B,1353.0,5188.0,604.0,1502.0,294.0,36.0,53.0,594.0,353.0,329,80.0,49,0.29,0.333,0.391,0.724
1504,C Coghlan,LF,801.0,2580.0,353.0,666.0,149.0,26.0,53.0,234.0,275.0,535,47.0,23,0.258,0.334,0.398,0.732
1505,T Daly,2B,393.0,5684.0,1024.0,1582.0,262.0,103.0,49.0,811.0,687.0,402,385.0,--,0.278,0.361,0.387,0.748
1506,D Walling,3B,1271.0,2945.0,372.0,799.0,142.0,30.0,49.0,380.0,308.0,316,44.0,18,0.271,0.339,0.39,0.729
1507,B Kauff,CF,569.0,3094.0,521.0,961.0,169.0,57.0,49.0,454.0,367.0,313,234.0,33,0.311,0.389,0.45,0.839
1508,P Suder,2B,1421.0,5085.0,469.0,1268.0,210.0,44.0,49.0,541.0,288.0,456,19.0,28,0.249,0.29,0.337,0.627
1509,D Roberts,3B,709.0,2017.0,194.0,483.0,77.0,7.0,49.0,208.0,128.0,361,27.0,8,0.239,0.286,0.357,0.643
1510,T Shumpert,2B,854.0,1969.0,295.0,497.0,109.0,26.0,49.0,223.0,166.0,369,85.0,29,0.252,0.315,0.409,0.724
1511,T Grisham,CF,398.0,1297.0,187.0,288.0,60.0,10.0,49.0,166.0,164.0,383,31.0,8,0.222,0.317,0.397,0.714
1512,R Arozarena,LF,339.0,1209.0,189.0,326.0,77.0,6.0,49.0,174.0,111.0,354,58.0,23,0.27,0.345,0.465,0.81
1513,J Spivey,2B,457.0,1553.0,258.0,419.0,90.0,12.0,48.0,201.0,175.0,373,32.0,15,0.27,0.354,0.436,0.79
1514,S Wise,SS,1175.0,4715.0,834.0,1281.0,221.0,112.0,48.0,672.0,389.0,643,203.0,--,0.272,0.332,0.397,0.729
1515,H Hendrick,1B,921.0,2910.0,434.0,896.0,157.0,46.0,48.0,413.0,239.0,243,75.0,0,0.308,0.364,0.443,0.807
1516,Y Tom?s,RF,309.0,1108.0,131.0,295.0,60.0,5.0,48.0,163.0,61.0,299,7.0,6,0.266,0.306,0.459,0.765
1517,L Johnson,LF,678.0,2049.0,244.0,529.0,97.0,14.0,48.0,232.0,110.0,320,50.0,24,0.258,0.311,0.389,0.7
1518,B Serena,3B,408.0,1239.0,154.0,311.0,57.0,16.0,48.0,198.0,177.0,235,2.0,2,0.251,0.348,0.439,0.787
1519,E Riles,SS,919.0,2504.0,309.0,637.0,92.0,20.0,48.0,284.0,244.0,409,20.0,28,0.254,0.319,0.365,0.684
1521,M Fitzgerald,C,848.0,2316.0,220.0,545.0,95.0,9.0,48.0,293.0,292.0,432,31.0,20,0.235,0.321,0.346,0.667
1522,M Margot,RF,691.0,2306.0,276.0,585.0,112.0,24.0,48.0,245.0,179.0,454,82.0,36,0.254,0.308,0.386,0.694
1523,D Descalso,2B,1080.0,2519.0,326.0,593.0,126.0,25.0,48.0,294.0,303.0,600,26.0,15,0.235,0.32,0.362,0.682
1524,F Fain,1B,1151.0,3930.0,595.0,1139.0,213.0,30.0,48.0,570.0,904.0,261,46.0,28,0.29,0.424,0.396,0.82
1525,H Rice,CF,1034.0,3740.0,620.0,1118.0,186.0,63.0,48.0,506.0,376.0,194,59.0,55,0.299,0.368,0.421,0.789
1526,J Busby,CF,1352.0,4250.0,541.0,1113.0,162.0,35.0,48.0,438.0,310.0,439,97.0,48,0.262,0.314,0.35,0.664
1527,B Estalella,C,310.0,904.0,126.0,195.0,49.0,5.0,48.0,147.0,130.0,290,6.0,2,0.216,0.315,0.44,0.755
1528,R Peckinpaugh,SS,2012.0,7233.0,1007.0,1876.0,256.0,75.0,48.0,739.0,814.0,609,205.0,70,0.259,0.336,0.335,0.671
1529,T Hulett,3B,720.0,2128.0,245.0,529.0,90.0,13.0,48.0,220.0,145.0,438,14.0,11,0.249,0.298,0.371,0.669
1530,J Francisco,3B,404.0,996.0,110.0,235.0,50.0,4.0,48.0,152.0,81.0,375,2.0,6,0.236,0.297,0.439,0.736
1531,B Boesch,RF,481.0,1577.0,192.0,394.0,79.0,7.0,48.0,195.0,109.0,344,22.0,7,0.25,0.303,0.4,0.703
1532,M Lewis,2B,902.0,2795.0,320.0,736.0,155.0,13.0,48.0,306.0,196.0,511,29.0,18,0.263,0.312,0.38,0.692
1533,D Jansen,C,325.0,954.0,137.0,212.0,44.0,1.0,48.0,144.0,104.0,217,1.0,1,0.222,0.307,0.421,0.728
1534,K Johjima,C,462.0,1609.0,166.0,431.0,84.0,1.0,48.0,198.0,66.0,148,7.0,5,0.268,0.31,0.411,0.721
1535,A Rosales,SS,653.0,1621.0,186.0,367.0,69.0,6.0,48.0,179.0,135.0,451,17.0,12,0.226,0.291,0.365,0.656
1536,F Sanchez,2B,904.0,3402.0,434.0,1012.0,215.0,17.0,48.0,371.0,180.0,420,13.0,9,0.297,0.335,0.413,0.748
1537,E Sheely,1B,1235.0,4471.0,573.0,1340.0,244.0,27.0,48.0,747.0,563.0,205,33.0,31,0.3,0.383,0.399,0.782
1538,A Hays,CF,353.0,1286.0,178.0,333.0,74.0,6.0,48.0,162.0,80.0,278,11.0,10,0.259,0.311,0.438,0.749
1539,J Alfaro,C,478.0,1542.0,150.0,395.0,67.0,4.0,47.0,194.0,70.0,566,18.0,5,0.256,0.305,0.396,0.701
1540,B Herman,2B,1922.0,7707.0,1163.0,2345.0,486.0,82.0,47.0,839.0,737.0,428,67.0,--,0.304,0.367,0.407,0.774
1541,J Gantner,2B,1801.0,6189.0,726.0,1696.0,262.0,38.0,47.0,568.0,383.0,501,137.0,78,0.274,0.319,0.351,0.67
1542,J Lumpe,2B,1371.0,4912.0,620.0,1314.0,190.0,52.0,47.0,454.0,428.0,411,20.0,15,0.268,0.325,0.356,0.681
1543,G Smith,SS,1710.0,6552.0,907.0,1594.0,251.0,94.0,47.0,797.0,408.0,288,235.0,--,0.243,0.289,0.332,0.621
1544,D Berryhill,C,683.0,2030.0,175.0,488.0,106.0,6.0,47.0,257.0,139.0,409,3.0,6,0.24,0.288,0.368,0.656
1545,B Haselman,C,589.0,1606.0,185.0,416.0,94.0,3.0,47.0,210.0,114.0,300,9.0,9,0.259,0.311,0.409,0.72
1546,S Fasano,C,427.0,1109.0,136.0,245.0,49.0,0.0,47.0,140.0,72.0,327,2.0,3,0.221,0.295,0.392,0.687
1547,P Masi,C,1229.0,3468.0,420.0,917.0,164.0,31.0,47.0,417.0,410.0,311,45.0,1,0.264,0.344,0.37,0.714
1548,J Harris,1B,972.0,3035.0,462.0,963.0,201.0,64.0,47.0,517.0,413.0,188,36.0,16,0.317,0.404,0.472,0.876
1549,F Schulte,CF,1179.0,4259.0,686.0,1241.0,249.0,54.0,47.0,593.0,462.0,361,56.0,58,0.291,0.362,0.408,0.77
1550,C Essegian,LF,404.0,1018.0,139.0,260.0,45.0,4.0,47.0,150.0,97.0,233,0.0,0,0.255,0.323,0.446,0.769
1551,G Metkovich,CF,1055.0,3585.0,476.0,934.0,167.0,36.0,47.0,373.0,307.0,359,61.0,28,0.261,0.322,0.367,0.689
1552,F Snyder,C,1391.0,4229.0,331.0,1122.0,170.0,44.0,47.0,525.0,281.0,416,37.0,20,0.265,0.313,0.36,0.673
1553,D Santana,OF,547.0,1740.0,254.0,443.0,89.0,23.0,47.0,202.0,90.0,478,75.0,26,0.255,0.296,0.413,0.709
1554,L Brown,SS,1129.0,3449.0,331.0,803.0,108.0,13.0,47.0,254.0,317.0,414,22.0,23,0.233,0.3,0.313,0.613
1555,P Tabler,1B,1202.0,3911.0,454.0,1101.0,190.0,25.0,47.0,512.0,375.0,559,16.0,20,0.282,0.345,0.379,0.724
1556,F House,C,653.0,1994.0,202.0,494.0,64.0,11.0,47.0,235.0,151.0,147,6.0,7,0.248,0.302,0.362,0.664
1557,L Cross,3B,847.0,9072.0,1333.0,2645.0,411.0,135.0,47.0,1371.0,464.0,90,301.0,--,0.292,0.328,0.382,0.71
1558,L Green,CF,1136.0,2956.0,461.0,788.0,138.0,27.0,47.0,253.0,368.0,260,78.0,41,0.267,0.351,0.379,0.73
1559,C Casali,C,463.0,1182.0,137.0,263.0,56.0,1.0,47.0,148.0,145.0,378,2.0,2,0.223,0.315,0.391,0.706
1560,D Robertson,RF,805.0,2830.0,366.0,812.0,117.0,44.0,47.0,364.0,113.0,262,94.0,57,0.287,0.318,0.409,0.727
1561,E Collins,2B,2825.0,9949.0,1821.0,3314.0,438.0,187.0,47.0,1300.0,1499.0,286,745.0,173,0.333,0.424,0.429,0.853
1562,M Thompson,CF,1359.0,3761.0,491.0,1029.0,156.0,37.0,47.0,357.0,336.0,635,214.0,66,0.274,0.335,0.372,0.707
1563,J Iglesias,SS,1096.0,3770.0,438.0,1051.0,220.0,14.0,47.0,366.0,173.0,502,59.0,35,0.279,0.319,0.382,0.701
1564,E Allen,CF,1281.0,4418.0,623.0,1325.0,255.0,45.0,47.0,501.0,223.0,310,84.0,4,0.3,0.336,0.41,0.746
1565,A Cedeno,SS,616.0,2051.0,221.0,485.0,98.0,13.0,47.0,223.0,143.0,488,26.0,17,0.236,0.292,0.366,0.658
1566,L Alicea,2B,1341.0,3971.0,551.0,1031.0,189.0,53.0,47.0,422.0,500.0,624,81.0,50,0.26,0.346,0.369,0.715
1567,W Smith,LF,691.0,1654.0,171.0,410.0,63.0,21.0,46.0,211.0,107.0,284,20.0,16,0.248,0.295,0.395,0.69
1568,T Hall,C,686.0,2350.0,211.0,616.0,123.0,1.0,46.0,269.0,104.0,216,2.0,8,0.262,0.297,0.374,0.671
1569,S Jolley,LF,473.0,1710.0,188.0,521.0,111.0,21.0,46.0,313.0,89.0,105,5.0,7,0.305,0.343,0.475,0.818
1570,D Smith,LF,813.0,1807.0,244.0,497.0,88.0,20.0,46.0,226.0,150.0,334,42.0,37,0.275,0.333,0.422,0.755
1571,G Hermanski,RF,739.0,1960.0,276.0,533.0,85.0,18.0,46.0,259.0,289.0,212,43.0,2,0.272,0.372,0.404,0.776
1572,B Russell,SS,2181.0,7318.0,796.0,1926.0,293.0,57.0,46.0,627.0,483.0,667,167.0,69,0.263,0.31,0.338,0.648
1573,G Thomas,RF,685.0,1688.0,203.0,430.0,71.0,9.0,46.0,202.0,138.0,343,13.0,12,0.255,0.316,0.389,0.705
1574,H Foiles,C,608.0,1455.0,171.0,353.0,59.0,10.0,46.0,166.0,170.0,295,3.0,7,0.243,0.321,0.392,0.713
1575,D Ackley,2B,635.0,2125.0,261.0,512.0,94.0,18.0,46.0,216.0,194.0,419,31.0,12,0.241,0.304,0.367,0.671
1576,J Stearns,C,810.0,2681.0,334.0,696.0,152.0,10.0,46.0,312.0,323.0,294,91.0,51,0.26,0.341,0.375,0.716
1577,C Tovar,CF,1488.0,5569.0,834.0,1546.0,253.0,55.0,46.0,435.0,413.0,410,226.0,108,0.278,0.335,0.368,0.703
1578,E Smith,C,863.0,2264.0,225.0,686.0,115.0,19.0,46.0,355.0,247.0,106,18.0,9,0.303,0.374,0.432,0.806
1579,R Roberts,3B,518.0,1500.0,205.0,365.0,71.0,4.0,46.0,169.0,166.0,320,35.0,20,0.243,0.32,0.388,0.708
1580,A Ochoa,RF,807.0,2143.0,320.0,597.0,131.0,19.0,46.0,261.0,203.0,288,56.0,38,0.279,0.344,0.422,0.766
1581,B Bell,RF,767.0,2718.0,378.0,806.0,165.0,32.0,46.0,437.0,272.0,239,11.0,12,0.297,0.362,0.432,0.794
1582,A Berroa,SS,746.0,2575.0,329.0,665.0,118.0,21.0,46.0,254.0,117.0,460,50.0,20,0.258,0.303,0.374,0.677
1583,J Kang,3B,297.0,917.0,120.0,233.0,50.0,3.0,46.0,144.0,75.0,239,8.0,5,0.254,0.331,0.466,0.797
1584,P Browning,CF,1183.0,4820.0,954.0,1646.0,295.0,85.0,46.0,659.0,466.0,168,258.0,--,0.341,0.403,0.467,0.87
1585,S Murphy,C,332.0,1106.0,149.0,259.0,70.0,2.0,46.0,147.0,127.0,292,1.0,0,0.234,0.325,0.426,0.751
1586,J McNeil,2B,521.0,1858.0,259.0,568.0,122.0,9.0,46.0,216.0,138.0,244,19.0,9,0.306,0.368,0.455,0.823
1587,J Hopp,CF,1395.0,4260.0,698.0,1262.0,216.0,74.0,46.0,458.0,464.0,378,119.0,1,0.296,0.368,0.414,0.782
1588,D Bragg,RF,916.0,2461.0,341.0,627.0,145.0,14.0,46.0,260.0,304.0,570,56.0,24,0.255,0.34,0.381,0.721
1589,W Tasby,OF,583.0,1868.0,246.0,467.0,61.0,10.0,46.0,174.0,201.0,327,12.0,20,0.25,0.327,0.367,0.694
1590,G Green,RF,408.0,1151.0,130.0,307.0,49.0,7.0,46.0,160.0,89.0,185,2.0,3,0.267,0.318,0.441,0.759
1591,Do Smith,1B,450.0,1254.0,149.0,309.0,78.0,3.0,46.0,180.0,97.0,336,3.0,3,0.246,0.309,0.423,0.732
1592,S Owen,SS,1544.0,4930.0,587.0,1211.0,215.0,59.0,46.0,439.0,569.0,519,82.0,62,0.246,0.324,0.341,0.665
1593,G Gore,CF,1310.0,5357.0,1327.0,1612.0,262.0,94.0,46.0,618.0,717.0,332,170.0,--,0.301,0.386,0.411,0.797
1594,B Sample,LF,826.0,2516.0,371.0,684.0,127.0,9.0,46.0,230.0,195.0,230,98.0,31,0.272,0.329,0.384,0.713
1595,C Kusick,1B,497.0,1238.0,155.0,291.0,50.0,3.0,46.0,171.0,194.0,228,11.0,4,0.235,0.342,0.392,0.734
1596,D Pavletich,C,536.0,1373.0,163.0,349.0,73.0,8.0,46.0,193.0,148.0,237,5.0,2,0.254,0.328,0.42,0.748
1597,G Dobbs,3B,959.0,2097.0,204.0,548.0,106.0,9.0,46.0,274.0,132.0,402,14.0,6,0.261,0.306,0.386,0.692
1598,D Kryhoski,1B,569.0,1794.0,203.0,475.0,85.0,14.0,45.0,231.0,119.0,163,5.0,13,0.265,0.314,0.403,0.717
1599,M Kreevich,CF,1241.0,4676.0,676.0,1321.0,221.0,75.0,45.0,514.0,446.0,339,115.0,53,0.283,0.346,0.391,0.737
1600,J Turner,LF,733.0,1742.0,222.0,448.0,73.0,9.0,45.0,238.0,159.0,245,45.0,24,0.257,0.319,0.387,0.706
1601,T Fuentes,2B,1499.0,5566.0,610.0,1491.0,211.0,46.0,45.0,438.0,298.0,561,80.0,47,0.268,0.307,0.347,0.654
1602,B Myers,SS,738.0,2399.0,319.0,616.0,88.0,33.0,45.0,243.0,250.0,445,23.0,--,0.257,0.328,0.377,0.705
1603,R Foster,LF,337.0,1016.0,136.0,257.0,51.0,1.0,45.0,118.0,110.0,146,9.0,6,0.253,0.336,0.438,0.774
1604,S Halter,SS,690.0,1899.0,201.0,468.0,93.0,18.0,45.0,197.0,146.0,414,17.0,21,0.246,0.303,0.385,0.688
1605,B Stein,3B,959.0,2811.0,268.0,751.0,122.0,18.0,44.0,311.0,186.0,412,16.0,16,0.267,0.313,0.37,0.683
1606,E Miksis,2B,1042.0,3053.0,383.0,722.0,95.0,17.0,44.0,228.0,215.0,313,52.0,22,0.236,0.288,0.322,0.61
1607,D Murphy,2B,1417.0,5399.0,705.0,1563.0,289.0,102.0,44.0,702.0,335.0,24,193.0,--,0.289,0.336,0.405,0.741
1608,B Estalella,CF,680.0,2196.0,279.0,620.0,106.0,33.0,44.0,308.0,350.0,246,13.0,17,0.282,0.383,0.421,0.804
1609,O Arcia,RF,288.0,983.0,103.0,231.0,40.0,6.0,44.0,131.0,76.0,339,3.0,5,0.235,0.298,0.422,0.72
1610,J Burns,1B,890.0,3506.0,541.0,980.0,199.0,31.0,44.0,417.0,376.0,299,63.0,47,0.28,0.351,0.392,0.743
1611,J Marty,CF,538.0,1832.0,223.0,478.0,78.0,22.0,44.0,222.0,142.0,187,14.0,--,0.261,0.318,0.4,0.718
1612,K Lockhart,2B,979.0,2268.0,290.0,591.0,117.0,17.0,44.0,268.0,195.0,268,30.0,15,0.261,0.319,0.385,0.704
1613,D Taylor,OF,675.0,2190.0,388.0,650.0,121.0,37.0,44.0,305.0,267.0,268,56.0,2,0.297,0.374,0.446,0.82
1614,J Kindall,2B,742.0,2057.0,211.0,439.0,83.0,9.0,44.0,198.0,145.0,535,17.0,11,0.213,0.266,0.327,0.593
1615,D Motley,RF,413.0,1333.0,156.0,324.0,60.0,10.0,44.0,159.0,67.0,186,19.0,22,0.243,0.28,0.402,0.682
1616,E Averill,C,449.0,1031.0,137.0,249.0,41.0,0.0,44.0,159.0,162.0,220,3.0,3,0.242,0.346,0.409,0.755
1617,A Ellis,C,672.0,1948.0,194.0,466.0,82.0,3.0,44.0,229.0,280.0,414,2.0,4,0.239,0.34,0.352,0.692
1618,T Howard,LF,1015.0,2483.0,297.0,655.0,123.0,22.0,44.0,264.0,165.0,432,66.0,41,0.264,0.311,0.384,0.695
1619,L Mann,LF,1365.0,4716.0,677.0,1332.0,203.0,106.0,44.0,503.0,324.0,464,129.0,21,0.282,0.332,0.398,0.73
1620,T Pagnozzi,C,927.0,2896.0,247.0,733.0,153.0,11.0,44.0,320.0,189.0,450,18.0,21,0.253,0.299,0.359,0.658
1621,H Craft,CF,566.0,2104.0,237.0,533.0,85.0,25.0,44.0,267.0,110.0,203,14.0,--,0.253,0.294,0.38,0.674
1622,H Cotto,CF,884.0,2178.0,296.0,569.0,87.0,9.0,44.0,210.0,107.0,352,130.0,26,0.261,0.299,0.37,0.669
1623,P Reese,2B,856.0,2833.0,366.0,704.0,128.0,17.0,44.0,271.0,226.0,531,144.0,26,0.248,0.307,0.352,0.659
1624,J Clark,LF,516.0,1609.0,170.0,414.0,79.0,16.0,44.0,208.0,83.0,295,17.0,8,0.257,0.301,0.408,0.709
1625,G Cimoli,RF,969.0,3054.0,370.0,808.0,133.0,48.0,44.0,321.0,221.0,474,21.0,6,0.265,0.315,0.383,0.698
1626,L Blue,1B,1615.0,5904.0,1151.0,1696.0,319.0,109.0,44.0,695.0,1092.0,436,151.0,85,0.287,0.402,0.401,0.803
1627,A Frazier,2B,824.0,2759.0,379.0,756.0,152.0,25.0,44.0,259.0,229.0,389,42.0,28,0.274,0.337,0.395,0.732
1628,W Middlebrooks,3B,347.0,1150.0,119.0,262.0,51.0,4.0,43.0,155.0,64.0,325,10.0,4,0.228,0.272,0.391,0.663
1629,J Quirk,C,984.0,2266.0,193.0,544.0,100.0,7.0,43.0,247.0,177.0,435,5.0,16,0.24,0.298,0.347,0.645
1630,D Thomas,2B,1597.0,4677.0,585.0,1163.0,154.0,54.0,43.0,370.0,456.0,593,140.0,92,0.249,0.317,0.332,0.649
1631,P Bourjos,CF,875.0,2116.0,284.0,502.0,91.0,37.0,43.0,170.0,134.0,562,68.0,32,0.237,0.293,0.376,0.669
1632,D Pratt,2B,1836.0,6826.0,859.0,1996.0,392.0,117.0,43.0,968.0,513.0,360,247.0,108,0.292,0.345,0.403,0.748
1633,S Amoros,LF,517.0,1311.0,215.0,334.0,55.0,23.0,43.0,180.0,211.0,189,18.0,15,0.255,0.361,0.43,0.791
1634,P Roof,C,857.0,2151.0,190.0,463.0,69.0,13.0,43.0,210.0,184.0,504,11.0,10,0.215,0.283,0.319,0.602
1635,S Duncan,LF,330.0,885.0,117.0,200.0,42.0,0.0,43.0,144.0,97.0,243,2.0,3,0.226,0.305,0.419,0.724
1636,R Weatherly,OF,811.0,2781.0,415.0,794.0,152.0,44.0,43.0,290.0,180.0,170,42.0,49,0.286,0.331,0.418,0.749
1637,M Keough,CF,841.0,1796.0,256.0,434.0,71.0,23.0,43.0,176.0,164.0,318,26.0,19,0.242,0.309,0.379,0.688
1638,M Haas,CF,1168.0,4303.0,706.0,1257.0,254.0,45.0,43.0,496.0,433.0,299,12.0,16,0.292,0.359,0.402,0.761
1639,J Mart?nez,OF,432.0,1244.0,170.0,360.0,61.0,3.0,43.0,182.0,128.0,274,7.0,3,0.289,0.356,0.447,0.803
1640,A Howe,3B,891.0,2626.0,268.0,682.0,139.0,23.0,43.0,293.0,275.0,287,10.0,10,0.26,0.329,0.379,0.708
1641,R Dauer,2B,1140.0,3829.0,448.0,984.0,193.0,3.0,43.0,372.0,297.0,219,6.0,13,0.257,0.31,0.343,0.653
