,player_name,position,games,at_bats,runs,hits,doubles,triples,home_runs,RBI,walks,strikeouts,stolen base ,caught_stealing,AVG,on_base_%,slugging_%,OPS
1260,J Greengrass,LF,504.0,1793.0,243.0,482.0,82.0,16.0,69.0,282.0,165.0,271,6.0,9,0.269,0.33,0.448,0.778
1261,P Borders,C,1099.0,3282.0,289.0,831.0,168.0,12.0,69.0,346.0,155.0,557,9.0,14,0.253,0.288,0.375,0.663
1262,S Henderson,LF,1085.0,3484.0,459.0,976.0,162.0,49.0,68.0,428.0,386.0,677,79.0,58,0.28,0.352,0.413,0.765
1263,M Scioscia,C,1441.0,4373.0,398.0,1131.0,198.0,12.0,68.0,446.0,567.0,307,29.0,24,0.259,0.344,0.356,0.7
1264,E Roush,CF,1748.0,7363.0,1099.0,2376.0,339.0,182.0,68.0,981.0,484.0,260,268.0,92,0.323,0.369,0.446,0.815
1265,N Ahmed,SS,819.0,2707.0,331.0,638.0,145.0,23.0,68.0,305.0,203.0,578,36.0,21,0.236,0.29,0.382,0.672
1266,G Wood,LF,1280.0,5371.0,965.0,1467.0,228.0,132.0,68.0,601.0,418.0,547,113.0,--,0.273,0.329,0.403,0.732
1267,A Shamsky,RF,665.0,1686.0,194.0,426.0,60.0,15.0,68.0,233.0,188.0,254,5.0,7,0.253,0.33,0.427,0.757
1268,L Gurriel Jr.,LF,472.0,1740.0,225.0,495.0,101.0,5.0,68.0,254.0,106.0,382,14.0,14,0.284,0.328,0.466,0.794
1269,K Reitz,3B,1344.0,4777.0,366.0,1243.0,243.0,12.0,68.0,548.0,184.0,518,10.0,14,0.26,0.29,0.359,0.649
1270,R McMillan,SS,2093.0,6752.0,739.0,1639.0,253.0,35.0,68.0,594.0,665.0,711,41.0,36,0.243,0.314,0.321,0.635
1271,L Boudreau,SS,1646.0,6029.0,861.0,1779.0,385.0,66.0,68.0,789.0,796.0,309,51.0,50,0.295,0.38,0.415,0.795
1272,M Shannon,3B,882.0,2780.0,313.0,710.0,116.0,23.0,68.0,367.0,224.0,525,19.0,17,0.255,0.311,0.387,0.698
1273,J Blanchard,C,516.0,1193.0,137.0,285.0,36.0,2.0,67.0,200.0,136.0,163,2.0,0,0.239,0.317,0.441,0.758
1274,D Ruf,1B,562.0,1420.0,195.0,340.0,66.0,3.0,67.0,202.0,172.0,444,6.0,1,0.239,0.329,0.432,0.761
1275,M Wilson,OF,1403.0,5094.0,731.0,1397.0,227.0,71.0,67.0,438.0,282.0,866,327.0,98,0.274,0.314,0.386,0.7
1276,B Tuttle,OF,1270.0,4268.0,578.0,1105.0,149.0,47.0,67.0,443.0,480.0,416,38.0,44,0.259,0.334,0.363,0.697
1277,J Russell,LF,1035.0,3595.0,556.0,959.0,175.0,51.0,67.0,428.0,503.0,427,59.0,0,0.267,0.36,0.4,0.76
1278,M Matheny,C,1305.0,3877.0,353.0,925.0,190.0,9.0,67.0,443.0,266.0,795,8.0,14,0.239,0.293,0.344,0.637
1279,P Munoz,RF,517.0,1708.0,203.0,467.0,75.0,8.0,67.0,252.0,100.0,418,11.0,10,0.273,0.315,0.444,0.759
1280,B Schneider,C,1048.0,3165.0,284.0,781.0,167.0,9.0,67.0,387.0,331.0,526,4.0,8,0.247,0.32,0.369,0.689
1281,B Hamelin,DH,497.0,1272.0,179.0,313.0,70.0,3.0,67.0,209.0,206.0,293,11.0,8,0.246,0.352,0.464,0.816
1282,B Hunter,1B,699.0,1555.0,187.0,364.0,90.0,7.0,67.0,259.0,141.0,335,4.0,9,0.234,0.298,0.43,0.728
1283,R Castro,C,567.0,1426.0,155.0,338.0,66.0,0.0,67.0,217.0,151.0,375,2.0,0,0.237,0.31,0.424,0.734
1284,M Teahen,3B,831.0,2873.0,388.0,759.0,163.0,26.0,67.0,332.0,259.0,679,45.0,17,0.264,0.327,0.409,0.736
1285,F Robinson,RF,1011.0,3284.0,458.0,929.0,140.0,36.0,67.0,426.0,408.0,282,42.0,21,0.283,0.365,0.409,0.774
1286,C McGehee,3B,850.0,2798.0,285.0,721.0,141.0,6.0,67.0,380.0,249.0,517,7.0,10,0.258,0.317,0.384,0.701
1287,E McKean,SS,1654.0,6890.0,1227.0,2083.0,272.0,158.0,67.0,1124.0,635.0,158,323.0,--,0.302,0.364,0.417,0.781
1288,D Vogelbach,DH,471.0,1314.0,176.0,286.0,51.0,1.0,67.0,190.0,246.0,396,0.0,0,0.218,0.343,0.411,0.754
1289,F Clarke,LF,1373.0,8568.0,1619.0,2672.0,361.0,220.0,67.0,1015.0,874.0,135,506.0,--,0.312,0.386,0.429,0.815
1290,K Garcia,RF,488.0,1463.0,180.0,352.0,44.0,13.0,66.0,212.0,81.0,330,10.0,13,0.241,0.279,0.424,0.703
1291,D Bissonette,1B,604.0,2291.0,359.0,699.0,117.0,50.0,66.0,391.0,233.0,269,17.0,--,0.305,0.371,0.486,0.857
1292,A Eaton,CF,915.0,3439.0,566.0,950.0,167.0,46.0,66.0,319.0,346.0,679,87.0,32,0.276,0.354,0.409,0.763
1293,D Mientkiewicz,1B,1087.0,3312.0,422.0,899.0,221.0,11.0,66.0,405.0,438.0,472,14.0,15,0.271,0.36,0.405,0.765
1294,J Candelario,3B,609.0,2193.0,284.0,526.0,127.0,13.0,66.0,248.0,239.0,590,7.0,5,0.24,0.322,0.4,0.722
1295,T Benzinger,1B,924.0,2856.0,316.0,733.0,135.0,18.0,66.0,376.0,181.0,552,21.0,29,0.257,0.301,0.386,0.687
1296,J Mercer,2B,950.0,3104.0,330.0,796.0,173.0,15.0,66.0,308.0,246.0,589,13.0,11,0.256,0.315,0.386,0.701
1297,L Bell,3B,896.0,3239.0,404.0,938.0,184.0,49.0,66.0,509.0,276.0,322,25.0,5,0.29,0.346,0.438,0.784
1298,E Marrero,C,724.0,1906.0,262.0,463.0,99.0,12.0,66.0,261.0,168.0,372,56.0,11,0.243,0.303,0.411,0.714
1299,D Dietz,C,646.0,1829.0,226.0,478.0,89.0,6.0,66.0,301.0,381.0,402,4.0,6,0.261,0.39,0.425,0.815
1300,M Rettenmund,RF,1023.0,2555.0,393.0,693.0,114.0,16.0,66.0,329.0,445.0,382,68.0,28,0.271,0.381,0.406,0.787
1301,D Viciedo,LF,483.0,1675.0,200.0,425.0,73.0,7.0,66.0,211.0,95.0,388,2.0,3,0.254,0.298,0.424,0.722
1302,B Cox,3B,1058.0,3712.0,470.0,974.0,174.0,32.0,66.0,351.0,298.0,218,42.0,21,0.262,0.318,0.38,0.698
1303,A Hedges,C,608.0,1819.0,174.0,343.0,55.0,2.0,66.0,207.0,126.0,556,12.0,3,0.189,0.247,0.33,0.577
1304,L Walls,RF,902.0,2558.0,331.0,670.0,88.0,31.0,66.0,284.0,245.0,470,21.0,18,0.262,0.329,0.398,0.727
1305,S White,C,1043.0,3502.0,324.0,916.0,167.0,20.0,66.0,421.0,218.0,381,14.0,15,0.262,0.305,0.377,0.682
1306,D Cater,1B,1289.0,4451.0,491.0,1229.0,191.0,29.0,66.0,519.0,254.0,406,26.0,30,0.276,0.316,0.377,0.693
1307,M Andrews,2B,893.0,3116.0,441.0,803.0,140.0,4.0,66.0,316.0,458.0,390,18.0,25,0.258,0.353,0.369,0.722
1308,K Stinnett,C,734.0,2033.0,228.0,476.0,91.0,4.0,65.0,230.0,196.0,567,10.0,5,0.234,0.313,0.379,0.692
1309,J Gilliam,2B,1956.0,7119.0,1163.0,1889.0,304.0,71.0,65.0,558.0,1036.0,416,203.0,111,0.265,0.36,0.355,0.715
1310,R Johnson,LF,1320.0,3630.0,518.0,1014.0,215.0,23.0,65.0,408.0,181.0,728,41.0,29,0.279,0.335,0.405,0.74
1311,A Jackson,CF,1115.0,4200.0,621.0,1145.0,218.0,53.0,65.0,381.0,374.0,1120,114.0,45,0.273,0.333,0.396,0.729
1312,J Vosmik,OF,1413.0,5472.0,818.0,1682.0,335.0,92.0,65.0,874.0,514.0,272,23.0,24,0.307,0.369,0.438,0.807
1313,P Fox,RF,1461.0,5636.0,895.0,1678.0,314.0,75.0,65.0,694.0,392.0,471,158.0,81,0.298,0.347,0.415,0.762
1314,J Hermida,RF,632.0,2012.0,248.0,517.0,104.0,9.0,65.0,250.0,216.0,517,22.0,8,0.257,0.334,0.415,0.749
1315,O Burns,RF,1187.0,4637.0,869.0,1389.0,224.0,129.0,65.0,832.0,464.0,182,263.0,--,0.3,0.368,0.446,0.814
1316,D Mueller,RF,1245.0,4364.0,499.0,1292.0,139.0,37.0,65.0,520.0,167.0,146,11.0,8,0.296,0.322,0.39,0.712
1317,C Spikes,OF,670.0,2039.0,240.0,502.0,72.0,12.0,65.0,256.0,154.0,388,27.0,25,0.246,0.304,0.389,0.693
1318,J Kelley,LF,739.0,7006.0,1421.0,2220.0,358.0,194.0,65.0,1194.0,911.0,163,443.0,--,0.317,0.402,0.451,0.853
1319,I Noren,CF,1093.0,3119.0,443.0,857.0,157.0,35.0,65.0,453.0,335.0,350,34.0,24,0.275,0.348,0.41,0.758
1320,T Grieve,LF,671.0,1907.0,209.0,474.0,76.0,10.0,65.0,254.0,135.0,424,7.0,7,0.249,0.301,0.401,0.702
1321,B Wynegar,C,1301.0,4330.0,498.0,1102.0,176.0,15.0,65.0,506.0,626.0,428,10.0,13,0.255,0.348,0.347,0.695
1322,M Sanguillen,C,1448.0,5062.0,566.0,1500.0,205.0,57.0,65.0,585.0,223.0,331,36.0,38,0.296,0.326,0.398,0.724
1323,B Holliday,CF,928.0,3648.0,728.0,1135.0,162.0,71.0,65.0,617.0,359.0,211,248.0,--,0.311,0.376,0.448,0.824
1324,J Collins,3B,956.0,6795.0,1055.0,1999.0,352.0,116.0,65.0,983.0,426.0,32,194.0,--,0.294,0.343,0.409,0.752
1325,J Lahoud,RF,791.0,1925.0,239.0,429.0,68.0,12.0,65.0,218.0,309.0,340,20.0,20,0.223,0.334,0.372,0.706
1326,L Clinton,RF,691.0,2153.0,270.0,532.0,112.0,31.0,65.0,269.0,188.0,418,12.0,7,0.247,0.308,0.418,0.726
1327,M Anderson,2B,1151.0,3204.0,392.0,849.0,174.0,20.0,63.0,371.0,227.0,471,71.0,24,0.265,0.314,0.391,0.705
1328,D Norris,C,610.0,1967.0,242.0,453.0,98.0,4.0,63.0,247.0,195.0,541,26.0,6,0.23,0.304,0.38,0.684
1329,B Kennedy,RF,1485.0,4624.0,514.0,1176.0,196.0,41.0,63.0,514.0,364.0,443,45.0,50,0.254,0.309,0.355,0.664
1330,C Johnson,3B,839.0,2811.0,256.0,773.0,154.0,10.0,63.0,339.0,144.0,753,18.0,4,0.275,0.313,0.404,0.717
1331,R Ledee,LF,855.0,2030.0,290.0,494.0,120.0,17.0,63.0,318.0,244.0,495,29.0,15,0.243,0.325,0.412,0.737
1332,T Houston,3B,700.0,1805.0,197.0,479.0,84.0,6.0,63.0,253.0,119.0,408,10.0,6,0.265,0.312,0.423,0.735
1333,T Leach,CF,1996.0,7959.0,1355.0,2143.0,266.0,172.0,63.0,810.0,820.0,278,361.0,14,0.269,0.34,0.37,0.71
1334,L Moss,C,824.0,2234.0,210.0,552.0,75.0,4.0,63.0,276.0,282.0,316,1.0,5,0.247,0.333,0.369,0.702
1335,J Marisnick,CF,831.0,1977.0,277.0,451.0,93.0,13.0,63.0,213.0,116.0,650,79.0,29,0.228,0.281,0.384,0.665
1336,M Nieves,RF,458.0,1228.0,163.0,284.0,53.0,6.0,63.0,187.0,136.0,483,4.0,12,0.231,0.314,0.438,0.752
1337,J Newman,C,735.0,2123.0,189.0,475.0,85.0,4.0,63.0,233.0,116.0,369,7.0,12,0.224,0.264,0.357,0.621
1338,R Laureano,RF,410.0,1469.0,226.0,368.0,89.0,4.0,63.0,185.0,121.0,438,45.0,15,0.251,0.324,0.445,0.769
1339,C Pinder,LF,553.0,1603.0,204.0,388.0,89.0,3.0,62.0,197.0,103.0,475,5.0,4,0.242,0.294,0.417,0.711
1340,E Hendricks,C,711.0,1888.0,205.0,415.0,66.0,7.0,62.0,230.0,229.0,319,1.0,5,0.22,0.306,0.361,0.667
1341,G Urshela,SS,605.0,1992.0,249.0,549.0,106.0,6.0,62.0,258.0,133.0,410,4.0,2,0.276,0.322,0.428,0.75
1342,T Puhl,RF,1530.0,4855.0,676.0,1361.0,226.0,56.0,62.0,435.0,505.0,507,217.0,99,0.28,0.349,0.388,0.737
1343,C Heisey,LF,697.0,1594.0,218.0,380.0,69.0,12.0,62.0,178.0,110.0,414,25.0,10,0.238,0.296,0.413,0.709
1344,D Brown,C,636.0,1866.0,175.0,455.0,62.0,3.0,62.0,223.0,119.0,356,7.0,6,0.244,0.291,0.38,0.671
1345,D Revering,1B,557.0,1832.0,205.0,486.0,83.0,16.0,62.0,234.0,148.0,240,2.0,10,0.265,0.318,0.43,0.748
1346,D Bautista,RF,895.0,2517.0,317.0,685.0,121.0,19.0,62.0,319.0,149.0,409,37.0,16,0.272,0.315,0.409,0.724
1347,R Davis,CF,1448.0,4244.0,637.0,1111.0,226.0,43.0,62.0,387.0,267.0,844,415.0,108,0.262,0.311,0.379,0.69
1348,S Horn,DH,389.0,1040.0,132.0,250.0,49.0,1.0,62.0,179.0,132.0,323,0.0,1,0.24,0.328,0.468,0.796
1349,K Abbott,SS,702.0,2044.0,273.0,523.0,109.0,23.0,62.0,242.0,133.0,571,22.0,11,0.256,0.305,0.423,0.728
1350,B Crosby,SS,747.0,2559.0,329.0,605.0,146.0,8.0,62.0,276.0,241.0,516,34.0,13,0.236,0.304,0.372,0.676
1351,B Phillips,3B,1062.0,3278.0,348.0,835.0,135.0,8.0,62.0,356.0,182.0,314,25.0,11,0.255,0.297,0.358,0.655
1352,C Guzman,SS,1406.0,5382.0,727.0,1459.0,238.0,89.0,62.0,467.0,265.0,783,125.0,68,0.271,0.307,0.383,0.69
1353,D Clark,RF,905.0,1964.0,248.0,518.0,81.0,8.0,62.0,284.0,222.0,451,19.0,12,0.264,0.338,0.408,0.746
1354,D Lyons,3B,1121.0,4294.0,932.0,1333.0,244.0,69.0,62.0,755.0,621.0,213,224.0,--,0.31,0.407,0.443,0.85
1355,J Bloodworth,2B,1002.0,3519.0,347.0,874.0,160.0,20.0,62.0,451.0,202.0,407,19.0,22,0.248,0.292,0.358,0.65
1356,S Schebler,OF,394.0,1262.0,174.0,299.0,61.0,4.0,61.0,167.0,114.0,340,13.0,11,0.237,0.314,0.437,0.751
1357,B Johnson,3B,964.0,3253.0,419.0,882.0,141.0,33.0,61.0,487.0,347.0,290,13.0,11,0.271,0.346,0.391,0.737
1358,W Garrett,3B,1092.0,3285.0,438.0,786.0,107.0,22.0,61.0,340.0,561.0,529,38.0,30,0.239,0.35,0.341,0.691
1359,G Thomasson,CF,900.0,2373.0,315.0,591.0,103.0,25.0,61.0,294.0,291.0,463,50.0,16,0.249,0.33,0.391,0.721
1360,J Wilson,SS,1370.0,4890.0,565.0,1294.0,243.0,34.0,61.0,426.0,270.0,619,43.0,32,0.265,0.306,0.366,0.672
1361,D Alexander,1B,662.0,2450.0,369.0,811.0,164.0,30.0,61.0,459.0,248.0,197,20.0,28,0.331,0.394,0.497,0.891
1362,L Frey,2B,1535.0,5517.0,848.0,1482.0,263.0,69.0,61.0,549.0,752.0,525,105.0,0,0.269,0.359,0.374,0.733
1363,M Trillo,2B,1780.0,5950.0,598.0,1562.0,239.0,33.0,61.0,571.0,452.0,742,56.0,57,0.263,0.316,0.345,0.661
1364,A Zarilla,OF,1120.0,3535.0,507.0,975.0,186.0,43.0,61.0,456.0,415.0,382,33.0,33,0.276,0.357,0.405,0.762
1365,M Rivers,CF,1468.0,5629.0,785.0,1660.0,247.0,71.0,61.0,499.0,265.0,471,267.0,90,0.295,0.327,0.397,0.724
1366,R Fosse,C,924.0,2957.0,299.0,758.0,117.0,13.0,61.0,324.0,203.0,363,15.0,19,0.256,0.306,0.367,0.673
1367,J Priddy,2B,1296.0,4720.0,612.0,1252.0,232.0,46.0,61.0,541.0,624.0,639,44.0,44,0.265,0.353,0.373,0.726
1368,I Stewart,3B,511.0,1489.0,202.0,341.0,68.0,13.0,61.0,211.0,170.0,473,17.0,12,0.229,0.315,0.415,0.73
1369,R Smalley,SS,872.0,2644.0,277.0,601.0,103.0,33.0,61.0,305.0,257.0,541,4.0,0,0.227,0.3,0.36,0.66
1370,B Schroeder,C,376.0,1262.0,153.0,303.0,49.0,1.0,61.0,152.0,58.0,343,6.0,5,0.24,0.281,0.426,0.707
1371,J Rizzo,LF,557.0,1842.0,268.0,497.0,90.0,16.0,61.0,289.0,200.0,197,7.0,--,0.27,0.345,0.435,0.78
1372,J Lane,P,500.0,1211.0,165.0,292.0,64.0,7.0,61.0,189.0,123.0,258,10.0,6,0.241,0.314,0.457,0.771
1373,D Lenhardt,LF,481.0,1481.0,192.0,401.0,64.0,9.0,61.0,239.0,214.0,235,6.0,7,0.271,0.365,0.45,0.815
1374,J Choi,1B,488.0,1468.0,178.0,350.0,88.0,3.0,61.0,225.0,231.0,444,6.0,7,0.238,0.344,0.427,0.771
1375,W Cromartie,LF,1107.0,3927.0,459.0,1104.0,229.0,32.0,61.0,391.0,325.0,403,50.0,37,0.281,0.336,0.402,0.738
1376,J Reed,C,1234.0,3101.0,311.0,774.0,144.0,10.0,61.0,323.0,391.0,566,7.0,9,0.25,0.334,0.361,0.695
1377,A Robinson,C,610.0,1839.0,208.0,478.0,74.0,11.0,61.0,272.0,337.0,194,0.0,6,0.26,0.375,0.412,0.787
1378,G Sanchez,1B,700.0,1998.0,236.0,508.0,126.0,4.0,61.0,266.0,225.0,368,12.0,1,0.254,0.332,0.413,0.745
1379,S Hogan,C,989.0,3180.0,288.0,939.0,146.0,12.0,61.0,474.0,220.0,188,6.0,2,0.295,0.348,0.406,0.754
1380,E Bouchee,1B,670.0,2199.0,298.0,583.0,114.0,21.0,61.0,290.0,340.0,401,5.0,8,0.265,0.368,0.419,0.787
1381,D Nicholson,LF,539.0,1419.0,184.0,301.0,32.0,12.0,61.0,179.0,219.0,573,6.0,10,0.212,0.318,0.381,0.699
1382,T Naquin,LF,557.0,1660.0,226.0,439.0,97.0,12.0,61.0,237.0,117.0,468,20.0,13,0.264,0.318,0.448,0.766
1383,R Mountcastle,1B,327.0,1228.0,153.0,321.0,57.0,2.0,61.0,200.0,97.0,349,8.0,5,0.261,0.316,0.46,0.776
1384,B Nash,3B,1549.0,5849.0,1072.0,1606.0,266.0,87.0,60.0,977.0,803.0,384,265.0,--,0.275,0.366,0.381,0.747
1385,H Anderson,LF,484.0,1586.0,199.0,419.0,82.0,16.0,60.0,242.0,159.0,291,3.0,6,0.264,0.334,0.45,0.784
1386,C Stengel,RF,1277.0,4288.0,575.0,1219.0,182.0,89.0,60.0,535.0,437.0,453,131.0,43,0.284,0.356,0.41,0.766
1387,E Cabell,3B,1688.0,5952.0,753.0,1647.0,263.0,56.0,60.0,596.0,259.0,691,238.0,124,0.277,0.308,0.37,0.678
1388,E Brinkman,SS,1846.0,6045.0,550.0,1355.0,201.0,38.0,60.0,461.0,444.0,845,30.0,35,0.224,0.28,0.3,0.58
1389,J Groth,CF,1248.0,3808.0,480.0,1064.0,197.0,31.0,60.0,486.0,419.0,329,19.0,42,0.279,0.352,0.395,0.747
1390,R Wrightstone,3B,930.0,2992.0,427.0,889.0,152.0,34.0,60.0,425.0,215.0,152,35.0,20,0.297,0.349,0.431,0.78
1391,A Russell,2B,615.0,1987.0,256.0,480.0,100.0,9.0,60.0,253.0,186.0,532,17.0,5,0.242,0.312,0.392,0.704
1392,B Aspromonte,2B,1324.0,4369.0,386.0,1103.0,135.0,26.0,60.0,457.0,333.0,459,19.0,24,0.252,0.308,0.336,0.644
1393,M LeCroy,C,476.0,1388.0,146.0,361.0,68.0,1.0,60.0,218.0,123.0,332,0.0,4,0.26,0.326,0.44,0.766
1394,M Aviles,SS,915.0,3009.0,380.0,786.0,139.0,13.0,60.0,306.0,141.0,424,78.0,31,0.261,0.295,0.376,0.671
1395,C Gomez,SS,1515.0,4604.0,517.0,1206.0,234.0,18.0,60.0,486.0,408.0,750,35.0,33,0.262,0.325,0.36,0.685
1396,R Baldelli,CF,519.0,1910.0,281.0,531.0,99.0,18.0,60.0,262.0,102.0,388,60.0,16,0.278,0.323,0.443,0.766
1397,F Merkle,1B,1645.0,5782.0,720.0,1580.0,290.0,82.0,60.0,733.0,454.0,583,272.0,20,0.273,0.331,0.383,0.714
1398,J Michaels,LF,1031.0,2332.0,332.0,613.0,140.0,10.0,59.0,299.0,243.0,496,22.0,18,0.263,0.335,0.407,0.742
1400,G Perry,1B,1193.0,3144.0,383.0,832.0,150.0,11.0,59.0,396.0,328.0,374,142.0,75,0.265,0.333,0.376,0.709
1401,D Glanville,CF,1115.0,3964.0,553.0,1100.0,166.0,32.0,59.0,333.0,208.0,502,168.0,36,0.277,0.315,0.38,0.695
1402,J Gerut,RF,574.0,1804.0,246.0,472.0,107.0,13.0,59.0,226.0,159.0,261,30.0,19,0.262,0.325,0.433,0.758
1403,D Kokos,RF,475.0,1558.0,239.0,410.0,82.0,9.0,59.0,223.0,242.0,252,15.0,21,0.263,0.365,0.441,0.806
1404,C Wilson,OF,1280.0,4624.0,520.0,1246.0,157.0,114.0,59.0,571.0,241.0,407,98.0,15,0.269,0.311,0.391,0.702
1405,A Craig,1B,534.0,1831.0,239.0,506.0,107.0,3.0,59.0,296.0,143.0,394,11.0,3,0.276,0.333,0.435,0.768
1406,W Schang,C,1841.0,5307.0,768.0,1506.0,264.0,90.0,59.0,710.0,849.0,573,121.0,49,0.284,0.393,0.401,0.794
1407,P Martin,3B,1189.0,4117.0,756.0,1227.0,270.0,75.0,59.0,501.0,369.0,438,146.0,--,0.298,0.358,0.443,0.801
1408,E Brown,LF,739.0,2249.0,296.0,581.0,112.0,12.0,59.0,326.0,197.0,468,52.0,14,0.258,0.323,0.398,0.721
1409,R LeFlore,CF,1099.0,4458.0,731.0,1283.0,172.0,57.0,59.0,353.0,363.0,888,455.0,142,0.288,0.342,0.392,0.734
1410,S Spencer,LF,538.0,1671.0,208.0,438.0,84.0,8.0,59.0,242.0,152.0,357,13.0,11,0.262,0.326,0.428,0.754
1411,B Sudakis,3B,530.0,1548.0,177.0,362.0,56.0,7.0,59.0,214.0,172.0,313,9.0,6,0.234,0.311,0.393,0.704
1412,A Phillips,CF,649.0,1875.0,270.0,463.0,86.0,21.0,59.0,173.0,251.0,485,82.0,44,0.247,0.343,0.41,0.753
1413,R Cerone,C,1329.0,4069.0,393.0,998.0,190.0,15.0,59.0,436.0,320.0,450,6.0,22,0.245,0.301,0.343,0.644
1414,P Wisdom,3B,285.0,892.0,135.0,194.0,43.0,0.0,59.0,140.0,93.0,372,14.0,6,0.217,0.301,0.464,0.765
1415,H Zimmerman,3B,1459.0,5304.0,695.0,1566.0,275.0,105.0,58.0,796.0,242.0,404,175.0,33,0.295,0.331,0.419,0.75
1416,D Mesoraco,C,468.0,1402.0,152.0,325.0,66.0,2.0,58.0,192.0,138.0,316,4.0,7,0.232,0.309,0.406,0.715
1417,D Mirabelli,C,566.0,1456.0,162.0,337.0,78.0,2.0,58.0,206.0,165.0,415,3.0,0,0.231,0.317,0.407,0.724
1418,H Smith,C,879.0,2682.0,269.0,715.0,148.0,10.0,58.0,323.0,196.0,361,7.0,10,0.267,0.317,0.394,0.711
1419,J Foy,3B,716.0,2484.0,355.0,615.0,102.0,16.0,58.0,291.0,390.0,405,99.0,48,0.248,0.351,0.372,0.723
1420,E N??ez,SS,858.0,2813.0,353.0,776.0,148.0,19.0,58.0,309.0,135.0,400,142.0,38,0.276,0.31,0.404,0.714
1421,K Berry,CF,1384.0,4136.0,422.0,1053.0,150.0,23.0,58.0,343.0,298.0,569,45.0,46,0.255,0.308,0.344,0.652
1422,B Martinez,C,1049.0,2743.0,245.0,618.0,128.0,10.0,58.0,321.0,230.0,419,5.0,10,0.225,0.284,0.343,0.627
1423,W Wilmot,OF,960.0,3981.0,725.0,1098.0,152.0,92.0,58.0,594.0,349.0,222,381.0,--,0.276,0.337,0.404,0.741
1424,G Moore,RF,1042.0,3543.0,497.0,958.0,179.0,53.0,58.0,436.0,317.0,401,31.0,10,0.27,0.333,0.4,0.733
1425,J Wyrostek,OF,1221.0,4240.0,526.0,1149.0,209.0,45.0,58.0,481.0,482.0,437,33.0,13,0.271,0.349,0.383,0.732
1426,A Garc?a,RF,332.0,1220.0,171.0,299.0,61.0,7.0,58.0,195.0,74.0,392,41.0,11,0.245,0.292,0.449,0.741
1430,C Jones,LF,881.0,3687.0,728.0,1101.0,170.0,98.0,56.0,542.0,237.0,124,19.0,0,0.299,0.347,0.443,0.79
1431,D Wakefield,LF,638.0,2132.0,334.0,625.0,102.0,29.0,56.0,315.0,360.0,270,10.0,17,0.293,0.396,0.447,0.843
1432,E Webb,RF,651.0,2161.0,326.0,661.0,155.0,25.0,56.0,333.0,260.0,202,8.0,4,0.306,0.381,0.478,0.859
1433,B Knoop,2B,1153.0,3622.0,337.0,856.0,129.0,29.0,56.0,331.0,305.0,833,16.0,17,0.236,0.296,0.334,0.63
1434,R Jackson,1B,926.0,2986.0,356.0,774.0,165.0,22.0,56.0,342.0,213.0,329,23.0,27,0.259,0.314,0.385,0.699
1435,R N??ez,3B,307.0,1055.0,137.0,258.0,51.0,0.0,56.0,154.0,82.0,296,1.0,1,0.245,0.308,0.452,0.76
1436,M Mieske,RF,663.0,1547.0,225.0,406.0,78.0,10.0,56.0,226.0,124.0,313,7.0,16,0.262,0.318,0.434,0.752
1437,D Schofield,SS,1368.0,4299.0,505.0,989.0,137.0,32.0,56.0,353.0,446.0,684,120.0,41,0.23,0.308,0.316,0.624
1438,R Church,RF,654.0,1894.0,251.0,500.0,134.0,7.0,56.0,267.0,188.0,459,21.0,10,0.264,0.336,0.431,0.767
1439,N Lowe,1B,388.0,1382.0,186.0,385.0,61.0,6.0,56.0,181.0,151.0,389,11.0,2,0.279,0.352,0.453,0.805
1440,R Mueller,C,986.0,2911.0,281.0,733.0,123.0,23.0,56.0,373.0,250.0,322,14.0,0,0.252,0.314,0.368,0.682
1441,R Hudler,2B,774.0,1767.0,261.0,461.0,96.0,10.0,56.0,169.0,77.0,325,106.0,43,0.261,0.296,0.422,0.718
1442,R Manning,CF,1555.0,5248.0,664.0,1349.0,189.0,43.0,56.0,458.0,471.0,616,168.0,78,0.257,0.317,0.341,0.658
1443,N Reimold,LF,480.0,1378.0,179.0,339.0,61.0,7.0,56.0,174.0,150.0,356,18.0,7,0.246,0.323,0.422,0.745
1444,J Daubert,1B,2014.0,7673.0,1116.0,2326.0,250.0,165.0,56.0,722.0,623.0,489,251.0,78,0.303,0.36,0.401,0.761
1445,Y Torrealba,C,907.0,2875.0,306.0,737.0,162.0,12.0,56.0,339.0,222.0,544,19.0,17,0.256,0.315,0.379,0.694
1446,T Lampkin,C,777.0,1796.0,224.0,422.0,78.0,8.0,56.0,236.0,193.0,286,23.0,17,0.235,0.319,0.381,0.7
1447,J Mayberry,CF,574.0,1386.0,172.0,326.0,83.0,3.0,56.0,180.0,119.0,351,15.0,7,0.235,0.299,0.421,0.72
1448,B Bonnell,LF,976.0,3068.0,363.0,833.0,143.0,24.0,56.0,355.0,229.0,387,64.0,39,0.272,0.323,0.389,0.712
1449,J Sheckard,OF,1771.0,7605.0,1296.0,2084.0,354.0,136.0,56.0,813.0,1135.0,233,465.0,--,0.274,0.375,0.378,0.753
1450,C O'Brien,C,800.0,2232.0,216.0,493.0,119.0,4.0,56.0,261.0,209.0,354,1.0,10,0.221,0.303,0.353,0.656
1451,P Hines,CF,1481.0,6253.0,1083.0,1881.0,368.0,84.0,56.0,751.0,366.0,304,153.0,--,0.301,0.343,0.413,0.756
